project_name,project_url,spec,path,line,violation_count,inspect_result,inspect_priority,inspect_reason
jugmac00-flask-reuploaded,https://github.com/jugmac00/flask-reuploaded,Flask_NoModifyAfterServe,/tests/test_autoserve.py,111,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jugmac00-flask-reuploaded,https://github.com/jugmac00/flask-reuploaded,Flask_NoModifyAfterServe,/tests/test_autoserve.py,112,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jugmac00-flask-reuploaded,https://github.com/jugmac00/flask-reuploaded,Flask_NoModifyAfterServe,/tests/test_autoserve.py,115,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jugmac00-flask-reuploaded,https://github.com/jugmac00/flask-reuploaded,Flask_NoModifyAfterServe,/tests/test_autoserve.py,137,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jugmac00-flask-reuploaded,https://github.com/jugmac00/flask-reuploaded,Flask_NoModifyAfterServe,/tests/test_autoserve.py,138,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jugmac00-flask-reuploaded,https://github.com/jugmac00/flask-reuploaded,Flask_NoModifyAfterServe,/tests/test_autoserve.py,141,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jugmac00-flask-reuploaded,https://github.com/jugmac00/flask-reuploaded,Flask_NoModifyAfterServe,/tests/test_autoserve.py,163,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jugmac00-flask-reuploaded,https://github.com/jugmac00/flask-reuploaded,Flask_NoModifyAfterServe,/tests/test_autoserve.py,164,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jugmac00-flask-reuploaded,https://github.com/jugmac00/flask-reuploaded,Flask_NoModifyAfterServe,/tests/test_autoserve.py,168,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jugmac00-flask-reuploaded,https://github.com/jugmac00/flask-reuploaded,Flask_NoModifyAfterServe,/tests/test_flask_reuploaded.py,371,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
sujeetkv-flaskcode,https://github.com/sujeetkv/flaskcode,Flask_NoModifyAfterServe,/tests/conftest.py,61,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
sujeetkv-flaskcode,https://github.com/sujeetkv/flaskcode,Flask_NoModifyAfterServe,/tests/conftest.py,62,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,RandomMustUseSeed,/gatox/workflow_parser/expression_evaluator.py,90,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,RandomMustUseSeed,/gatox/workflow_parser/expression_evaluator.py,92,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,RandomMustUseSeed,/gatox/workflow_parser/expression_evaluator.py,103,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,RandomMustUseSeed,/gatox/enumerate/ingest/ingest.py,161,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,RandomMustUseSeed,/gatox/attack/attack.py,219,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,RandomMustUseSeed,/gatox/attack/oidc/oidc_attack.py,162,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,RandomMustUseSeed,/gatox/attack/runner/payload_manager.py,116,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,RandomMustUseSeed,/gatox/attack/secrets/secrets_attack.py,225,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,Pydocs_NoReadAfterAccess,/gatox/util/arg_utils.py,143,1,True Positive,Middle,"Between the check and the open(), the file could theoretically be replaced or permissions changed."
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,Pydocs_NoReadAfterAccess,/unit_test/test_enumerate.py,62,1,False Alarm,Not Started,No access() used on the file
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,Pydocs_NoReadAfterAccess,/unit_test/test_org_enumerate.py,31,1,False Alarm,Not Started,No access() used on the file
AdnaneKhan-gato-x,https://github.com/AdnaneKhan/gato-x,Pydocs_NoReadAfterAccess,/unit_test/test_repo_enumerate.py,29,1,False Alarm,Not Started,No access() used on the file
jondavid-black-git-flask,https://github.com/jondavid-black/git-flask,Flask_NoModifyAfterServe,/tests/test_branches_api.py,31,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-flask,https://github.com/jondavid-black/git-flask,Flask_NoModifyAfterServe,/tests/test_branches_api.py,48,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-flask,https://github.com/jondavid-black/git-flask,Flask_NoModifyAfterServe,/tests/test_branches_api.py,63,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-flask,https://github.com/jondavid-black/git-flask,Flask_NoModifyAfterServe,/tests/test_branches_api.py,76,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-flask,https://github.com/jondavid-black/git-flask,Flask_NoModifyAfterServe,/tests/test_branches_api.py,93,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-flask,https://github.com/jondavid-black/git-flask,Flask_NoModifyAfterServe,/tests/test_branches_api.py,109,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-flask,https://github.com/jondavid-black/git-flask,Flask_NoModifyAfterServe,/tests/test_branches_api.py,122,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-flask,https://github.com/jondavid-black/git-flask,Flask_NoModifyAfterServe,/tests/test_repo_manager.py,96,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-flask,https://github.com/jondavid-black/git-flask,Flask_NoModifyAfterServe,/tests/test_repo_manager.py,97,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-flask,https://github.com/jondavid-black/git-flask,Flask_NoModifyAfterServe,/tests/test_repo_manager.py,98,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-rest,https://github.com/jondavid-black/git-rest,Flask_NoModifyAfterServe,/tests/unit/test_api_branches.py,18,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-rest,https://github.com/jondavid-black/git-rest,Flask_NoModifyAfterServe,/tests/unit/test_api_commit.py,13,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-rest,https://github.com/jondavid-black/git-rest,Flask_NoModifyAfterServe,/tests/unit/test_api_diff.py,13,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-rest,https://github.com/jondavid-black/git-rest,Flask_NoModifyAfterServe,/tests/unit/test_api_files.py,13,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-rest,https://github.com/jondavid-black/git-rest,Flask_NoModifyAfterServe,/tests/unit/test_api_repos.py,13,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-rest,https://github.com/jondavid-black/git-rest,Flask_NoModifyAfterServe,/tests/unit/test_api_repos.py,250,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-rest,https://github.com/jondavid-black/git-rest,Flask_NoModifyAfterServe,/tests/unit/test_demo_ui.py,7,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jondavid-black-git-rest,https://github.com/jondavid-black/git-rest,Flask_NoModifyAfterServe,/tests/unit/test_demo_ui.py,17,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
pretorin-ai-govbizops,https://github.com/pretorin-ai/govbizops,Flask_NoModifyAfterServe,/tests/test_simple_viewer.py,16,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
sacbow-gpie-inference,https://github.com/sacbow/gpie-inference,InvalidComparisonAnalysis,/gpie/core/types.py,57,1,True Positive,Low,Use is rather than == or =! to compare two types
sacbow-gpie-inference,https://github.com/sacbow/gpie-inference,InvalidComparisonAnalysis,/gpie/core/types.py,68,1,True Positive,Low,Use is rather than == or =! to compare two types
sacbow-gpie-inference,https://github.com/sacbow/gpie-inference,InvalidComparisonAnalysis,/test/test_metric.py,42,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
hetznercloud-hcloud-python,https://github.com/hetznercloud/hcloud-python,RandomMustUseSeed,/hcloud/_client.py,78,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
danker-heartbeat-central,https://github.com/danker/heartbeat-central,Flask_NoModifyAfterServe,/tests/test_basic.py,13,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
danker-heartbeat-central,https://github.com/danker/heartbeat-central,Flask_NoModifyAfterServe,/tests/test_basic.py,14,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
devOramaMan-HeatExchangerMonitor,https://github.com/devOramaMan/HeatExchangerMonitor,RandomMustUseSeed,/tests/../therm/mock_w1thermsensor.py,76,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
devOramaMan-HeatExchangerMonitor,https://github.com/devOramaMan/HeatExchangerMonitor,RandomMustUseSeed,/tests/../therm/mock_w1thermsensor.py,61,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
sepehr125-hrv-meditation,https://github.com/sepehr125/hrv-meditation,FileClosedAnalysis,/src/hrv/session/manager.py,123,1,True Positive,Low,The end_session method is not called in https://github.com/sepehr125/hrv-meditation/blob/main/tests/test_session_manager.py#L31C9-L31C45
tech-writing-hubspot-tech-writing,https://github.com/tech-writing/hubspot-tech-writing,FileClosedAnalysis,/hubspot_tech_writing/cli.py,146,1,True Positive,Low,The fp filed is not closed in the method
LF3551-human-risk-graph,https://github.com/LF3551/human-risk-graph,UnsafeDictIterator,/src/graph_analysis.py,176,1,False Alarm,Not Started,Issues with the tool. The list is not being modified here.
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/api.py,115,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/challenge_solver.py,86,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/challenge_solver.py,90,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/challenge_solver.py,117,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/challenge_solver.py,119,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/challenge_solver.py,125,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/protection.py,88,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/protection.py,105,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/protection.py,107,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/protection.py,108,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
NBBotz-IMDBKit,https://github.com/NBBotz/IMDBKit,RandomMustUseSeed,/imdbkit/protection.py,109,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
emberhome-lecture_exercises,https://github.com/emberhome/lecture_exercises,RandomMustUseSeed,/best_practices/dice-roller/dice_roller/dice.py,6,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
provos-llm-interface,https://github.com/provos/llm-interface,InvalidComparisonAnalysis,/llm_interface/llm_tool.py,33,1,True Positive,Low,Use is rather than == or =! to compare two types
provos-llm-interface,https://github.com/provos/llm-interface,InvalidComparisonAnalysis,/llm_interface/llm_tool.py,35,1,True Positive,Low,Use is rather than == or =! to compare two types
provos-llm-interface,https://github.com/provos/llm-interface,InvalidComparisonAnalysis,/llm_interface/llm_tool.py,37,1,True Positive,Low,Use is rather than == or =! to compare two types
provos-llm-interface,https://github.com/provos/llm-interface,InvalidComparisonAnalysis,/llm_interface/llm_tool.py,39,1,True Positive,Low,Use is rather than == or =! to compare two types
provos-llm-interface,https://github.com/provos/llm-interface,InvalidComparisonAnalysis,/llm_interface/llm_tool.py,41,1,True Positive,Low,Use is rather than == or =! to compare two types
provos-llm-interface,https://github.com/provos/llm-interface,InvalidComparisonAnalysis,/llm_interface/llm_tool.py,46,1,True Positive,Low,Use is rather than == or =! to compare two types
provos-llm-interface,https://github.com/provos/llm-interface,InvalidComparisonAnalysis,/llm_interface/llm_interface.py,646,1,True Positive,Low,Use is rather than == or =! to compare two types
phin3has-mailoney,https://github.com/phin3has/mailoney,Pydocs_MustShutdownBeforeCloseSocket,/mailoney/core.py,339,1,True Positive,Middle,shutdown() should be used before close()
phin3has-mailoney,https://github.com/phin3has/mailoney,Pydocs_MustShutdownBeforeCloseSocket,/tests/test_core.py,110,1,Not Useful,Not Started,Graceful TCP shutdown semantics are not important here since no data is written.
frostming-marko,https://github.com/frostming/marko,StringConcatAnalysis,/tests/normalize.py,49,1,True Positive,Low,Use .join() would be more efficient according to the DyLin Checker
frostming-marko,https://github.com/frostming/marko,StringConcatAnalysis,/tests/normalize.py,58,1,True Positive,Low,Use .join() would be more efficient according to the DyLin Checker
frostming-marko,https://github.com/frostming/marko,StringConcatAnalysis,/tests/normalize.py,41,1,True Positive,Low,Use .join() would be more efficient according to the DyLin Checker
maxjerdee-matrix-count,https://github.com/maxjerdee/matrix-count,InvalidComparisonAnalysis,/tests/test_estimate.py,63,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
maxjerdee-matrix-count,https://github.com/maxjerdee/matrix-count,InvalidComparisonAnalysis,/tests/test_estimate.py,66,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
maxjerdee-matrix-count,https://github.com/maxjerdee/matrix-count,InvalidComparisonAnalysis,/tests/test_estimate.py,69,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
maxjerdee-matrix-count,https://github.com/maxjerdee/matrix-count,InvalidComparisonAnalysis,/tests/test_estimate.py,70,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
maxjerdee-matrix-count,https://github.com/maxjerdee/matrix-count,InvalidComparisonAnalysis,/tests/test_estimate.py,76,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
maxjerdee-matrix-count,https://github.com/maxjerdee/matrix-count,InvalidComparisonAnalysis,/tests/test_estimate.py,79,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
maxjerdee-matrix-count,https://github.com/maxjerdee/matrix-count,InvalidComparisonAnalysis,/tests/test_estimate.py,98,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
macbre-mediawiki-dump,https://github.com/macbre/mediawiki-dump,FileClosedAnalysis,/test/test_dumps.py,122,1,True Positive,Middle,The file is not closed in the test
silent780-meihua-yishu,https://github.com/silent780/meihua-yishu,RandomMustUseSeed,/src/meihua/yao.py,28,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
medialab-minet,https://github.com/medialab/minet,RandomMustUseSeed,/minet/crawl/queue.py,240,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,755,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,759,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,762,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,763,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,764,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,765,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,666,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,669,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,670,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,671,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,673,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,676,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,679,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,682,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,684,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,716,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,718,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,726,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/command_handler.py,721,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/filesystem.py,203,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/filesystem.py,61,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/filesystem.py,65,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/filesystem.py,220,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/filesystem.py,235,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/filesystem.py,59,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/system_state.py,226,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/system_state.py,338,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/defense_module.py,89,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/defense_module.py,91,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/defense_module.py,92,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/ssh_interface.py,331,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/system_state.py,352,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/system_state.py,357,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/system_state.py,358,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/system_state.py,359,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
evinbrijesh-MiragePot,https://github.com/evinbrijesh/MiragePot,RandomMustUseSeed,/miragepot/system_state.py,360,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/online.py,154,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/online.py,155,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/online.py,156,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/online.py,157,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/environmental.py,153,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/environmental.py,156,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/online.py,176,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/online.py,177,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/online.py,178,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/online.py,131,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/online.py,133,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/online.py,148,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
phanhongan-ml-systems-evaluation,https://github.com/phanhongan/ml-systems-evaluation,RandomMustUseSeed,/ml_eval/collectors/environmental.py,159,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
BenskiBoy-mockpipe,https://github.com/BenskiBoy/mockpipe,RandomMustUseSeed,/mockpipe/imposter.py,17,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
BenskiBoy-mockpipe,https://github.com/BenskiBoy/mockpipe,ItemInList,/mockpipe/imposter.py,237,1,Not Useful,Not Started,"fake_method is used in the method and duplicates are not important here as it is checking membership. However, change it would not improve performance as the list is not used repeatedly in a loop"
parijatmukherjee-mohflow,https://github.com/parijatmukherjee/mohflow,InvalidComparisonAnalysis,/tests/unit/test_auto_metrics.py,132,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
parijatmukherjee-mohflow,https://github.com/parijatmukherjee/mohflow,InvalidComparisonAnalysis,/tests/unit/test_auto_metrics.py,133,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
parijatmukherjee-mohflow,https://github.com/parijatmukherjee/mohflow,FileClosedAnalysis,/tests/unit/test_async_handlers.py,297,1,True Positive,Middle,The file is not closed in the test
parijatmukherjee-mohflow,https://github.com/parijatmukherjee/mohflow,FileClosedAnalysis,/tests/unit/test_async_handlers.py,864,1,True Positive,Middle,The file is not closed in the test
luisrc722-motor_examen,https://github.com/luisrc722/motor_examen,RandomMustUseSeed,/tests/test_core.py,34,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
luisrc722-motor_examen,https://github.com/luisrc722/motor_examen,RandomMustUseSeed,/src/utils/sampler.py,47,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
luisrc722-motor_examen,https://github.com/luisrc722/motor_examen,RandomMustUseSeed,/src/utils/sampler.py,63,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
