project,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url_old,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,new_violations_happening_place,new_violations_triggering_place,new_violations_reasons,new_violations_comment,num_old_violations,old_violations,old_violations_happening_place,old_violations_triggering_place,old_violations_reasons,old_violations_comment,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,same_old_new_test_results,new_original,new_pymop,new_pymop_libs,new_dylin,old_original,old_pymop,old_pymop_libs,old_dylin
towncrier,6cb9114a3eb9e636edaf1e58d4d203e04bc46923,de71f131cd845ba76ae288292d7c3338716b82fd,1747966832,[pre-commit.ci] auto fixes from pre-commit.com hooks,https://github.com/twisted/towncrier/compare/de71f131cd845ba76ae288292d7c3338716b82fd...6cb9114a3eb9e636edaf1e58d4d203e04bc46923,https://github.com/twisted/towncrier/compare/de71f131cd845ba76ae288292d7c3338716b82fd...6cb9114a3eb9e636edaf1e58d4d203e04bc46923,1,85.09,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,0,,,,,,2,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465=1;FileClosedAnalysis:/src/towncrier/test/test_build.py:1657=1,1,FileClosedAnalysis:/src/towncrier/test/test_build.py:1649=1,FileClosedAnalysis:/src/towncrier/test/test_build.py:1657<=FileClosedAnalysis:/src/towncrier/test/test_build.py:1649,True,139-20-4-0-0,139-20-4-0-0,139-20-4-0-0,139-20-4-0-0,139-20-4-0-0,139-20-4-0-0,139-20-4-0-0,139-20-4-0-0
towncrier,de71f131cd845ba76ae288292d7c3338716b82fd,2fee0e7f103161175424867c9716339a196bc957,1747966819,ci: add --yes flag to build tests to prevent interactive prompt failures,https://github.com/twisted/towncrier/compare/2fee0e7f103161175424867c9716339a196bc957...de71f131cd845ba76ae288292d7c3338716b82fd,https://github.com/twisted/towncrier/compare/2fee0e7f103161175424867c9716339a196bc957...de71f131cd845ba76ae288292d7c3338716b82fd,1,85.09,0,,,,,,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,1,FileClosedAnalysis:/src/towncrier/test/test_build.py:1649=1,2,FileClosedAnalysis:/src/towncrier/test/test_build.py:1649=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465=1,FileClosedAnalysis:/src/towncrier/test/test_build.py:1649<=FileClosedAnalysis:/src/towncrier/test/test_build.py:1649,False,139-20-4-0-0,139-20-4-0-0,139-20-4-0-0,139-20-4-0-0,133-26-4-0-0,133-26-4-0-0,133-26-4-0-0,133-26-4-0-0
xpra,656e9ed288249be1073f19a8f053c15118b4e5c8,d4b64ee15b4fb28c83bec8e4d7cb882fa88e6906,1782367378,encode client dropped mmap caps,https://github.com/Xpra-org/xpra.git/compare/d4b64ee15b4fb28c83bec8e4d7cb882fa88e6906...656e9ed288249be1073f19a8f053c15118b4e5c8,https://github.com/Xpra-org/xpra/compare/d4b64ee15b4fb28c83bec8e4d7cb882fa88e6906...656e9ed288249be1073f19a8f053c15118b4e5c8,1,16.89,0,,,,,,4,StringConcatAnalysis:/lib/python3.12/site-packages/_pytest/_io/terminalwriter.py:160;StringConcatAnalysis:/lib/python3.12/site-packages/_pytest/_io/terminalwriter.py:206;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/terminal.py:576,Others,Others,Hard to Inspect,Cannot find changes which impact that code line,49,Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:607=1;InvalidComparisonAnalysis:/xpra/server/common.py:21=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/netdev_query_test.py:35=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/test_util.py:54=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:675=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/net/socket_util.py:564=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:752=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:698=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/server/auth_test.py:385=1;ItemInList:/xpra/log.py:535=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/net/socket_util.py:135=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:674=1;RandomMustUseSeed:/tests/unittests/unit/server/cystats_test.py:105=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:656=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:639=1;Pydocs_NoReadAfterAccess:/xpra/net/http/handler.py:261=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/util_io_test.py:135=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:726=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:633=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/net/socket_util.py:627=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:724=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:700=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:561=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:737=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:681=1;RandomMustUseSeed:/tests/unittests/unit/server/cystats_test.py:27=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/netdev_query_test.py:45=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:753=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:657=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:736=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:699=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:606=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/util_io_test.py:149=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/net/socket_util.py:179=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:725=1;RandomMustUseSeed:/tests/unittests/unit/server/cystats_test.py:26=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:336=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/net/bytestreams.py:412=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/util_io_test.py:112=1;ItemInListAnalysis:/xpra/log.py:535=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:327=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:604=1;RandomMustUseSeed:/tests/unittests/unit/server/cystats_test.py:97=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:738=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/platform/netdev_query.py:53=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:632=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/common.py:46=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:658=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:754=1,53,Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:607=1;InvalidComparisonAnalysis:/xpra/server/common.py:21=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/netdev_query_test.py:35=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/test_util.py:54=1;StringConcatAnalysis:/lib/python3.12/site-packages/_pytest/_io/terminalwriter.py:160=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:675=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/net/socket_util.py:564=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:752=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:698=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/server/auth_test.py:385=1;ItemInList:/xpra/log.py:535=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/net/socket_util.py:135=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:674=1;RandomMustUseSeed:/tests/unittests/unit/server/cystats_test.py:105=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:656=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:639=1;Pydocs_NoReadAfterAccess:/xpra/net/http/handler.py:261=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/util_io_test.py:135=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:726=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:633=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/net/socket_util.py:627=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:724=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:700=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:561=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:737=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:681=1;RandomMustUseSeed:/tests/unittests/unit/server/cystats_test.py:27=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/netdev_query_test.py:45=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:753=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:657=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:736=1;StringConcatAnalysis:/lib/python3.12/site-packages/_pytest/_io/terminalwriter.py:206=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:699=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:606=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/util_io_test.py:149=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/net/socket_util.py:179=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:725=1;RandomMustUseSeed:/tests/unittests/unit/server/cystats_test.py:26=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:336=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/net/bytestreams.py:412=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/util_io_test.py:112=1;ItemInListAnalysis:/xpra/log.py:535=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:327=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:604=1;RandomMustUseSeed:/tests/unittests/unit/server/cystats_test.py:97=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:738=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/terminal.py:576=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/platform/netdev_query.py:53=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:632=1;Pydocs_MustShutdownBeforeCloseSocket:/xpra/common.py:46=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:658=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/unittests/unit/net/socket_util_test.py:754=1,,True,1323-177-104-0-0,1323-177-104-0-0,1323-177-104-0-0,1323-177-104-0-0,1323-177-104-0-0,1323-177-104-0-0,1323-177-104-0-0,1323-177-104-0-0
trustme,e3dc9046c40859c8b9664bf52b3610ff806e9722,dd1778ba4440d68b8bc241c9f28c689a182271d8,1733314150,Use cryptography to load the pyOpenSSL certificates (#670),https://github.com/python-trio/trustme/compare/dd1778ba4440d68b8bc241c9f28c689a182271d8...e3dc9046c40859c8b9664bf52b3610ff806e9722,https://github.com/python-trio/trustme/compare/dd1778ba4440d68b8bc241c9f28c689a182271d8...e3dc9046c40859c8b9664bf52b3610ff806e9722,1,100.0,1,InvalidComparisonAnalysis:/lib/python3.12/site-packages/cryptography/x509/extensions.py:1504,Dependency code,Dependency code,Dependency version changed,https://github.com/python-trio/trustme/compare/dd1778ba4440d68b8bc241c9f28c689a182271d8...e3dc9046c40859c8b9664bf52b3610ff806e9722#diff-a54eb6cc245408c0405e588268b24672cb1d00f5ef2b3f305ac789e8c90df1beL17 The version of cryptography is changed in this commit,1,InvalidComparisonAnalysis:/lib/python3.12/site-packages/cryptography/x509/extensions.py:1481,Dependency code,Dependency code,Dependency version changed,https://github.com/python-trio/trustme/compare/dd1778ba4440d68b8bc241c9f28c689a182271d8...e3dc9046c40859c8b9664bf52b3610ff806e9722#diff-a54eb6cc245408c0405e588268b24672cb1d00f5ef2b3f305ac789e8c90df1beL17 The version of cryptography is changed in this commit,6,Pydocs_MustShutdownBeforeCloseSocket:/tests/test_trustme.py:313=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/test_trustme.py:304=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/cryptography/x509/extensions.py:1504=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/test_trustme.py:329=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/test_trustme.py:318=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/test_trustme.py:299=1,6,Pydocs_MustShutdownBeforeCloseSocket:/tests/test_trustme.py:313=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/test_trustme.py:304=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/test_trustme.py:329=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/test_trustme.py:318=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/cryptography/x509/extensions.py:1481=1;Pydocs_MustShutdownBeforeCloseSocket:/tests/test_trustme.py:299=1,,True,28-0-0-0-0,28-0-0-0-0,28-0-0-0-0,28-0-0-0-0,28-0-0-0-0,28-0-0-0-0,28-0-0-0-0,28-0-0-0-0
towncrier,7a9a6a54e276f7b8c53fd0ab0b9bff78d86869c2,bb102ca5ad688632a91bbc6bee120f4dc28c3250,1744795044,VCS: add a csv agnostic test scenario,https://github.com/twisted/towncrier/compare/bb102ca5ad688632a91bbc6bee120f4dc28c3250...7a9a6a54e276f7b8c53fd0ab0b9bff78d86869c2,https://github.com/twisted/towncrier/compare/bb102ca5ad688632a91bbc6bee120f4dc28c3250...7a9a6a54e276f7b8c53fd0ab0b9bff78d86869c2,1,85.34,0,,,,,,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,1,FileClosedAnalysis:/src/towncrier/test/test_build.py:1657=1,2,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465=1;FileClosedAnalysis:/src/towncrier/test/test_build.py:1657=1,,False,134-27-0-0-0,134-27-0-0-0,134-27-0-0-0,134-27-0-0-0,134-26-0-0-0,134-26-0-0-0,134-26-0-0-0,134-26-0-0-0
towncrier,02aa80146ac2f56a8afeedc2d6e5a753fe5ba269,f0a27f351b2b603d5b39c98b55ec7ced764457a5,1744715944,[pre-commit.ci] auto fixes from pre-commit.com hooks,https://github.com/twisted/towncrier/compare/f0a27f351b2b603d5b39c98b55ec7ced764457a5...02aa80146ac2f56a8afeedc2d6e5a753fe5ba269,https://github.com/twisted/towncrier/compare/f0a27f351b2b603d5b39c98b55ec7ced764457a5...02aa80146ac2f56a8afeedc2d6e5a753fe5ba269,1,85.3,0,,,,,,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,1,FileClosedAnalysis:/src/towncrier/test/test_build.py:1657=1,2,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465=1;FileClosedAnalysis:/src/towncrier/test/test_build.py:1657=1,,True,134-26-0-0-0,134-26-0-0-0,134-26-0-0-0,134-26-0-0-0,134-26-0-0-0,134-26-0-0-0,134-26-0-0-0,134-26-0-0-0
towncrier,fb995e1f4b2a53722a4c975bae4be5599e147b15,a8b39319af88538c7f32812edcfe00056091b97c,1732030966,fix tests after 4a30295 deleted some spaces,https://github.com/twisted/towncrier/compare/a8b39319af88538c7f32812edcfe00056091b97c...fb995e1f4b2a53722a4c975bae4be5599e147b15,https://github.com/twisted/towncrier/compare/a8b39319af88538c7f32812edcfe00056091b97c...fb995e1f4b2a53722a4c975bae4be5599e147b15,1,88.62,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,0,,,,,,2,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465=1;FileClosedAnalysis:/src/towncrier/test/test_build.py:1657=1,1,FileClosedAnalysis:/src/towncrier/test/test_build.py:1657=1,,True,129-20-0-0-0,129-20-0-0-0,129-20-0-0-0,129-20-0-0-0,129-20-0-0-0,129-20-0-0-0,129-20-0-0-0,129-20-0-0-0
towncrier,51129c7042f0a7783cf3a6d9630bbde2fd50216c,d87b84b517fada2b6abf0c87e4f544ce7741e697,1722955675,fix comment,https://github.com/twisted/towncrier/compare/d87b84b517fada2b6abf0c87e4f544ce7741e697...51129c7042f0a7783cf3a6d9630bbde2fd50216c,https://github.com/twisted/towncrier/compare/d87b84b517fada2b6abf0c87e4f544ce7741e697...51129c7042f0a7783cf3a6d9630bbde2fd50216c,1,88.51,0,,,,,,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,1,FileClosedAnalysis:/src/towncrier/test/test_build.py:1657=1,2,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465=1;FileClosedAnalysis:/src/towncrier/test/test_build.py:1657=1,,True,128-20-0-0-0,128-20-0-0-0,128-20-0-0-0,128-20-0-0-0,128-20-0-0-0,128-20-0-0-0,128-20-0-0-0,128-20-0-0-0
towncrier,00793d6c6b5482b3821ffa02c5b87ef485a33a78,9e257a516c3fac67100c5be2bbce4c2b192af484,1722852268,minimize diff,https://github.com/twisted/towncrier/compare/9e257a516c3fac67100c5be2bbce4c2b192af484...00793d6c6b5482b3821ffa02c5b87ef485a33a78,https://github.com/twisted/towncrier/compare/9e257a516c3fac67100c5be2bbce4c2b192af484...00793d6c6b5482b3821ffa02c5b87ef485a33a78,1,88.49000000000001,0,,,,,,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,1,FileClosedAnalysis:/src/towncrier/test/test_build.py:1568=1,2,FileClosedAnalysis:/src/towncrier/test/test_build.py:1568=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465=1,,True,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0
core-lib-python,22caa537a3d77e6cc420cb0274090c78f37a9001,24aa0e55556ce888a28b30a38612bbedbdf9aebe,1764157379,"build(deps): update pytest requirement from ~=7.2.2 to >=7.2.2, <8.4.0 (#78)",https://github.com/apimatic/core-lib-python/compare/24aa0e55556ce888a28b30a38612bbedbdf9aebe...22caa537a3d77e6cc420cb0274090c78f37a9001,https://github.com/apimatic/core-lib-python/compare/24aa0e55556ce888a28b30a38612bbedbdf9aebe...22caa537a3d77e6cc420cb0274090c78f37a9001,1,96.2,1,InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:475,Dependency code,Dependency code,Dependency version changed,https://github.com/apimatic/core-lib-python/compare/24aa0e55556ce888a28b30a38612bbedbdf9aebe...22caa537a3d77e6cc420cb0274090c78f37a9001#diff-60f61ab7a8d1910d86d9fda2261620314edcae5894d5aaa236b821c7256badd7L35 The version of pytest is updated in this case,1,InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:432,Dependency code,Dependency code,Dependency version changed,https://github.com/apimatic/core-lib-python/compare/24aa0e55556ce888a28b30a38612bbedbdf9aebe...22caa537a3d77e6cc420cb0274090c78f37a9001#diff-60f61ab7a8d1910d86d9fda2261620314edcae5894d5aaa236b821c7256badd7L35 The version of pytest is updated in this case,8,InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:68=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:475=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:57=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:63=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:67=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;FileClosedAnalysis:/tests/apimatic_core/base.py:127=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:58=1,8,InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:68=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:57=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:63=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:67=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:432=1;FileClosedAnalysis:/tests/apimatic_core/base.py:127=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:58=1,,True,1299-0-0-0-0,1299-0-0-0-0,1299-0-0-0-0,1299-0-0-0-0,1299-0-0-0-0,1299-0-0-0-0,1299-0-0-0-0,1299-0-0-0-0
towncrier,77faf659770010fc2771b9267ed69d6ac5174498,b1f92e7f84ca7408edc54110a26a578f1632253e,1722520974,fix _get_metadata_version,https://github.com/twisted/towncrier/compare/b1f92e7f84ca7408edc54110a26a578f1632253e...77faf659770010fc2771b9267ed69d6ac5174498,https://github.com/twisted/towncrier/compare/b1f92e7f84ca7408edc54110a26a578f1632253e...77faf659770010fc2771b9267ed69d6ac5174498,1,88.57000000000001,0,,,,,,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,1,FileClosedAnalysis:/src/towncrier/test/test_build.py:1568=1,2,FileClosedAnalysis:/src/towncrier/test/test_build.py:1568=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/zope/interface/ro.py:465=1,,True,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0,128-16-0-0-0
core-lib-python,e560ae7c0952ff4d8c0dce718f13f8a9c862dcd7,b0403e336057f970d88e9db15c722a55def183a3,1685012318,build(upgrade-requests-lib): address moderate level vulnerability (#40),https://github.com/apimatic/core-lib-python/compare/b0403e336057f970d88e9db15c722a55def183a3...e560ae7c0952ff4d8c0dce718f13f8a9c862dcd7,https://github.com/apimatic/core-lib-python/compare/b0403e336057f970d88e9db15c722a55def183a3...e560ae7c0952ff4d8c0dce718f13f8a9c862dcd7,1,97.16,1,Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571,Dependency code,Dependency code,Dependency version changed,https://github.com/apimatic/core-lib-python/compare/b0403e336057f970d88e9db15c722a55def183a3...e560ae7c0952ff4d8c0dce718f13f8a9c862dcd7#diff-4d7c51b1efe9043e44439a949dfd92e5827321b34082903477fd04876edb7552L5 The version of requests is updated in this case,0,,,,,,7,InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:68=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:57=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:63=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:67=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;FileClosedAnalysis:/tests/apimatic_core/base.py:121=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:58=1,6,InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:68=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:57=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:63=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:67=1;FileClosedAnalysis:/tests/apimatic_core/base.py:121=1;InvalidComparisonAnalysis:/apimatic_core/utilities/comparison_helper.py:58=1,,True,542-0-0-0-0,542-0-0-0-0,542-0-0-0-0,542-0-0-0-0,542-0-0-0-0,542-0-0-0-0,542-0-0-0-0,542-0-0-0-0
